Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 8.42 (s),   Velocity: 2.81 (m/s),   Accel:   1.00 (m/s/s),   X:  6.98 (m),   Y:  2.36 (m),   Rot:  2.9396 (rads),   Rot:  168.43 (deg),   Curve:    0.19 (rads/m)
Time: 8.44 (s),   Velocity: 2.84 (m/s),   Accel:   1.00 (m/s/s),   X:  6.91 (m),   Y:  2.37 (m),   Rot:  2.9527 (rads),   Rot:  169.18 (deg),   Curve:    0.17 (rads/m)
Time: 8.47 (s),   Velocity: 2.86 (m/s),   Accel:   1.00 (m/s/s),   X:  6.84 (m),   Y:  2.38 (m),   Rot:  2.9652 (rads),   Rot:  169.89 (deg),   Curve:    0.16 (rads/m)
Time: 8.50 (s),   Velocity: 2.89 (m/s),   Accel:   1.00 (m/s/s),   X:  6.76 (m),   Y:  2.40 (m),   Rot:  2.9771 (rads),   Rot:  170.57 (deg),   Curve:    0.15 (rads/m)
Time: 8.52 (s),   Velocity: 2.92 (m/s),   Accel:   1.00 (m/s/s),   X:  6.68 (m),   Y:  2.41 (m),   Rot:  2.9884 (rads),   Rot:  171.22 (deg),   Curve:    0.13 (rads/m)
Time: 8.55 (s),   Velocity: 2.95 (m/s),   Accel:   1.00 (m/s/s),   X:  6.60 (m),   Y:  2.42 (m),   Rot:  2.9992 (rads),   Rot:  171.84 (deg),   Curve:    0.12 (rads/m)
Time: 8.58 (s),   Velocity: 2.97 (m/s),   Accel:   1.00 (m/s/s),   X:  6.51 (m),   Y:  2.43 (m),   Rot:  3.0094 (rads),   Rot:  172.42 (deg),   Curve:    0.11 (rads/m)
Time: 8.61 (s),   Velocity: 3.00 (m/s),   Accel:   1.00 (m/s/s),   X:  6.42 (m),   Y:  2.45 (m),   Rot:  3.0191 (rads),   Rot:  172.98 (deg),   Curve:    0.10 (rads/m)
Time: 8.64 (s),   Velocity: 3.03 (m/s),   Accel:   1.00 (m/s/s),   X:  6.33 (m),   Y:  2.46 (m),   Rot:  3.0282 (rads),   Rot:  173.51 (deg),   Curve:    0.10 (rads/m)
Time: 8.67 (s),   Velocity: 3.07 (m/s),   Accel:   1.00 (m/s/s),   X:  6.24 (m),   Y:  2.47 (m),   Rot:  3.0369 (rads),   Rot:  174.00 (deg),   Curve:    0.09 (rads/m)
Time: 8.70 (s),   Velocity: 3.10 (m/s),   Accel:   1.00 (m/s/s),   X:  6.14 (m),   Y:  2.48 (m),   Rot:  3.0451 (rads),   Rot:  174.47 (deg),   Curve:    0.08 (rads/m)
Time: 8.74 (s),   Velocity: 3.13 (m/s),   Accel:   1.00 (m/s/s),   X:  6.04 (m),   Y:  2.49 (m),   Rot:  3.0529 (rads),   Rot:  174.92 (deg),   Curve:    0.07 (rads/m)
Time: 8.77 (s),   Velocity: 3.16 (m/s),   Accel:   1.00 (m/s/s),   X:  5.93 (m),   Y:  2.49 (m),   Rot:  3.0602 (rads),   Rot:  175.34 (deg),   Curve:    0.07 (rads/m)
Time: 8.80 (s),   Velocity: 3.20 (m/s),   Accel:  -0.32 (m/s/s),   X:  5.83 (m),   Y:  2.50 (m),   Rot:  3.0671 (rads),   Rot:  175.73 (deg),   Curve:    0.06 (rads/m)
Time: 8.84 (s),   Velocity: 3.19 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.71 (m),   Y:  2.51 (m),   Rot:  3.0737 (rads),   Rot:  176.11 (deg),   Curve:    0.06 (rads/m)
Time: 8.88 (s),   Velocity: 3.15 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.60 (m),   Y:  2.52 (m),   Rot:  3.0798 (rads),   Rot:  176.46 (deg),   Curve:    0.05 (rads/m)
Time: 8.91 (s),   Velocity: 3.11 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.48 (m),   Y:  2.53 (m),   Rot:  3.0856 (rads),   Rot:  176.79 (deg),   Curve:    0.05 (rads/m)
Time: 8.95 (s),   Velocity: 3.07 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.36 (m),   Y:  2.53 (m),   Rot:  3.0911 (rads),   Rot:  177.11 (deg),   Curve:    0.04 (rads/m)
Time: 8.97 (s),   Velocity: 3.05 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.29 (m),   Y:  2.53 (m),   Rot:  3.0938 (rads),   Rot:  177.26 (deg),   Curve:    0.04 (rads/m)
Time: 8.99 (s),   Velocity: 3.03 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.23 (m),   Y:  2.54 (m),   Rot:  3.0963 (rads),   Rot:  177.40 (deg),   Curve:    0.04 (rads/m)
Time: 9.02 (s),   Velocity: 3.01 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.17 (m),   Y:  2.54 (m),   Rot:  3.0988 (rads),   Rot:  177.55 (deg),   Curve:    0.04 (rads/m)
Time: 9.04 (s),   Velocity: 2.99 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.10 (m),   Y:  2.54 (m),   Rot:  3.1012 (rads),   Rot:  177.68 (deg),   Curve:    0.04 (rads/m)
Time: 9.06 (s),   Velocity: 2.96 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.03 (m),   Y:  2.55 (m),   Rot:  3.1035 (rads),   Rot:  177.82 (deg),   Curve:    0.03 (rads/m)
Time: 9.08 (s),   Velocity: 2.94 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.96 (m),   Y:  2.55 (m),   Rot:  3.1058 (rads),   Rot:  177.95 (deg),   Curve:    0.03 (rads/m)
Time: 9.11 (s),   Velocity: 2.92 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.89 (m),   Y:  2.55 (m),   Rot:  3.1080 (rads),   Rot:  178.07 (deg),   Curve:    0.03 (rads/m)
Time: 9.13 (s),   Velocity: 2.89 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.82 (m),   Y:  2.55 (m),   Rot:  3.1101 (rads),   Rot:  178.20 (deg),   Curve:    0.03 (rads/m)
Time: 9.16 (s),   Velocity: 2.87 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.75 (m),   Y:  2.56 (m),   Rot:  3.1122 (rads),   Rot:  178.31 (deg),   Curve:    0.03 (rads/m)
Time: 9.18 (s),   Velocity: 2.84 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.68 (m),   Y:  2.56 (m),   Rot:  3.1142 (rads),   Rot:  178.43 (deg),   Curve:    0.03 (rads/m)
Time: 9.21 (s),   Velocity: 2.82 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.61 (m),   Y:  2.56 (m),   Rot:  3.1161 (rads),   Rot:  178.54 (deg),   Curve:    0.03 (rads/m)
Time: 9.23 (s),   Velocity: 2.79 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.53 (m),   Y:  2.56 (m),   Rot:  3.1180 (rads),   Rot:  178.65 (deg),   Curve:    0.02 (rads/m)
Time: 9.26 (s),   Velocity: 2.76 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.46 (m),   Y:  2.56 (m),   Rot:  3.1199 (rads),   Rot:  178.75 (deg),   Curve:    0.02 (rads/m)
Time: 9.29 (s),   Velocity: 2.73 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.38 (m),   Y:  2.56 (m),   Rot:  3.1216 (rads),   Rot:  178.86 (deg),   Curve:    0.02 (rads/m)
Time: 9.32 (s),   Velocity: 2.71 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.30 (m),   Y:  2.57 (m),   Rot:  3.1234 (rads),   Rot:  178.96 (deg),   Curve:    0.02 (rads/m)
Time: 9.35 (s),   Velocity: 2.68 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.22 (m),   Y:  2.57 (m),   Rot:  3.1251 (rads),   Rot:  179.05 (deg),   Curve:    0.02 (rads/m)
Time: 9.38 (s),   Velocity: 2.65 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.14 (m),   Y:  2.57 (m),   Rot:  3.1267 (rads),   Rot:  179.15 (deg),   Curve:    0.02 (rads/m)
Time: 9.41 (s),   Velocity: 2.62 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.06 (m),   Y:  2.57 (m),   Rot:  3.1283 (rads),   Rot:  179.24 (deg),   Curve:    0.02 (rads/m)
Time: 9.44 (s),   Velocity: 2.58 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.98 (m),   Y:  2.57 (m),   Rot:  3.1298 (rads),   Rot:  179.32 (deg),   Curve:    0.02 (rads/m)
Time: 9.47 (s),   Velocity: 2.55 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.89 (m),   Y:  2.57 (m),   Rot:  3.1312 (rads),   Rot:  179.41 (deg),   Curve:    0.02 (rads/m)
Time: 9.51 (s),   Velocity: 2.52 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.81 (m),   Y:  2.57 (m),   Rot:  3.1326 (rads),   Rot:  179.48 (deg),   Curve:    0.02 (rads/m)
Time: 9.54 (s),   Velocity: 2.48 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.72 (m),   Y:  2.57 (m),   Rot:  3.1338 (rads),   Rot:  179.56 (deg),   Curve:    0.01 (rads/m)
Time: 9.58 (s),   Velocity: 2.45 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.64 (m),   Y:  2.57 (m),   Rot:  3.1350 (rads),   Rot:  179.62 (deg),   Curve:    0.01 (rads/m)
Time: 9.61 (s),   Velocity: 2.41 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.55 (m),   Y:  2.57 (m),   Rot:  3.1362 (rads),   Rot:  179.69 (deg),   Curve:    0.01 (rads/m)
Time: 9.65 (s),   Velocity: 2.38 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.46 (m),   Y:  2.58 (m),   Rot:  3.1373 (rads),   Rot:  179.75 (deg),   Curve:    0.01 (rads/m)
Time: 9.69 (s),   Velocity: 2.34 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.37 (m),   Y:  2.58 (m),   Rot:  3.1383 (rads),   Rot:  179.81 (deg),   Curve:    0.01 (rads/m)
Time: 9.73 (s),   Velocity: 2.30 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.28 (m),   Y:  2.58 (m),   Rot:  3.1393 (rads),   Rot:  179.87 (deg),   Curve:    0.01 (rads/m)
Time: 9.76 (s),   Velocity: 2.26 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.19 (m),   Y:  2.58 (m),   Rot:  3.1402 (rads),   Rot:  179.92 (deg),   Curve:    0.01 (rads/m)
Time: 9.80 (s),   Velocity: 2.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.11 (m),   Y:  2.58 (m),   Rot:  3.1412 (rads),   Rot:  179.97 (deg),   Curve:    0.01 (rads/m)
Time: 9.84 (s),   Velocity: 2.18 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.02 (m),   Y:  2.58 (m),   Rot: -3.1412 (rads),   Rot: -179.97 (deg),   Curve:    0.01 (rads/m)
Time: 9.89 (s),   Velocity: 2.14 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.93 (m),   Y:  2.58 (m),   Rot: -3.1403 (rads),   Rot: -179.93 (deg),   Curve:    0.01 (rads/m)
Time: 9.93 (s),   Velocity: 2.10 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.84 (m),   Y:  2.58 (m),   Rot: -3.1395 (rads),   Rot: -179.88 (deg),   Curve:    0.01 (rads/m)
Time: 9.97 (s),   Velocity: 2.05 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.75 (m),   Y:  2.58 (m),   Rot: -3.1387 (rads),   Rot: -179.83 (deg),   Curve:    0.01 (rads/m)
Time: 10.01 (s),   Velocity: 2.01 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.66 (m),   Y:  2.58 (m),   Rot: -3.1379 (rads),   Rot: -179.79 (deg),   Curve:    0.01 (rads/m)
Time: 10.06 (s),   Velocity: 1.97 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.57 (m),   Y:  2.57 (m),   Rot: -3.1372 (rads),   Rot: -179.75 (deg),   Curve:    0.01 (rads/m)
Time: 10.10 (s),   Velocity: 1.92 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.49 (m),   Y:  2.57 (m),   Rot: -3.1365 (rads),   Rot: -179.71 (deg),   Curve:    0.01 (rads/m)
Time: 10.15 (s),   Velocity: 1.88 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.40 (m),   Y:  2.57 (m),   Rot: -3.1357 (rads),   Rot: -179.67 (deg),   Curve:    0.01 (rads/m)
Time: 10.19 (s),   Velocity: 1.83 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.32 (m),   Y:  2.57 (m),   Rot: -3.1350 (rads),   Rot: -179.63 (deg),   Curve:    0.01 (rads/m)
Time: 10.24 (s),   Velocity: 1.78 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.23 (m),   Y:  2.57 (m),   Rot: -3.1344 (rads),   Rot: -179.59 (deg),   Curve:    0.01 (rads/m)
Time: 10.29 (s),   Velocity: 1.74 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.15 (m),   Y:  2.57 (m),   Rot: -3.1337 (rads),   Rot: -179.55 (deg),   Curve:    0.01 (rads/m)
Time: 10.34 (s),   Velocity: 1.69 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.06 (m),   Y:  2.57 (m),   Rot: -3.1330 (rads),   Rot: -179.51 (deg),   Curve:    0.01 (rads/m)
Time: 10.39 (s),   Velocity: 1.64 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.98 (m),   Y:  2.57 (m),   Rot: -3.1324 (rads),   Rot: -179.47 (deg),   Curve:    0.01 (rads/m)
Time: 10.44 (s),   Velocity: 1.59 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.90 (m),   Y:  2.57 (m),   Rot: -3.1317 (rads),   Rot: -179.43 (deg),   Curve:    0.01 (rads/m)
Time: 10.49 (s),   Velocity: 1.54 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.82 (m),   Y:  2.57 (m),   Rot: -3.1310 (rads),   Rot: -179.40 (deg),   Curve:    0.01 (rads/m)
Time: 10.54 (s),   Velocity: 1.49 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.75 (m),   Y:  2.57 (m),   Rot: -3.1304 (rads),   Rot: -179.36 (deg),   Curve:    0.01 (rads/m)
Time: 10.59 (s),   Velocity: 1.44 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.67 (m),   Y:  2.57 (m),   Rot: -3.1297 (rads),   Rot: -179.32 (deg),   Curve:    0.01 (rads/m)
Time: 10.64 (s),   Velocity: 1.38 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.60 (m),   Y:  2.57 (m),   Rot: -3.1290 (rads),   Rot: -179.28 (deg),   Curve:    0.01 (rads/m)
Time: 10.69 (s),   Velocity: 1.33 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.53 (m),   Y:  2.57 (m),   Rot: -3.1283 (rads),   Rot: -179.24 (deg),   Curve:    0.01 (rads/m)
Time: 10.75 (s),   Velocity: 1.28 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.46 (m),   Y:  2.56 (m),   Rot: -3.1276 (rads),   Rot: -179.20 (deg),   Curve:    0.01 (rads/m)
Time: 10.80 (s),   Velocity: 1.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.39 (m),   Y:  2.56 (m),   Rot: -3.1269 (rads),   Rot: -179.16 (deg),   Curve:    0.01 (rads/m)
Time: 10.85 (s),   Velocity: 1.17 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.32 (m),   Y:  2.56 (m),   Rot: -3.1261 (rads),   Rot: -179.11 (deg),   Curve:    0.01 (rads/m)
Time: 10.91 (s),   Velocity: 1.11 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.26 (m),   Y:  2.56 (m),   Rot: -3.1253 (rads),   Rot: -179.07 (deg),   Curve:    0.01 (rads/m)
Time: 11.02 (s),   Velocity: 1.00 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.14 (m),   Y:  2.56 (m),   Rot: -3.1236 (rads),   Rot: -178.97 (deg),   Curve:    0.02 (rads/m)
Time: 11.14 (s),   Velocity: 0.89 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.03 (m),   Y:  2.56 (m),   Rot: -3.1216 (rads),   Rot: -178.86 (deg),   Curve:    0.02 (rads/m)
Time: 11.25 (s),   Velocity: 0.77 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.94 (m),   Y:  2.56 (m),   Rot: -3.1192 (rads),   Rot: -178.72 (deg),   Curve:    0.03 (rads/m)
Time: 11.37 (s),   Velocity: 0.65 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.85 (m),   Y:  2.55 (m),   Rot: -3.1161 (rads),   Rot: -178.54 (deg),   Curve:    0.05 (rads/m)
Time: 11.49 (s),   Velocity: 0.53 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.78 (m),   Y:  2.55 (m),   Rot: -3.1118 (rads),   Rot: -178.30 (deg),   Curve:    0.08 (rads/m)
Time: 11.74 (s),   Velocity: 0.28 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.68 (m),   Y:  2.55 (m),   Rot: -3.0928 (rads),   Rot: -177.20 (deg),   Curve:    0.50 (rads/m)
Time: 11.87 (s),   Velocity: 0.15 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.65 (m),   Y:  2.55 (m),   Rot: -3.0600 (rads),   Rot: -175.33 (deg),   Curve:    3.07 (rads/m)
Time: 11.94 (s),   Velocity: 0.09 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.64 (m),   Y:  2.55 (m),   Rot: -3.0073 (rads),   Rot: -172.31 (deg),   Curve:   16.06 (rads/m)
Time: 11.97 (s),   Velocity: 0.05 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.64 (m),   Y:  2.55 (m),   Rot: -2.9345 (rads),   Rot: -168.13 (deg),   Curve:   63.77 (rads/m)
Time: 11.99 (s),   Velocity: 0.04 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.64 (m),   Y:  2.54 (m),   Rot: -2.8532 (rads),   Rot: -163.48 (deg),   Curve:  177.03 (rads/m)
Time: 12.00 (s),   Velocity: 0.03 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.64 (m),   Y:  2.54 (m),   Rot: -2.7818 (rads),   Rot: -159.39 (deg),   Curve:  344.11 (rads/m)
Time: 12.00 (s),   Velocity: 0.02 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.64 (m),   Y:  2.54 (m),   Rot: -2.7311 (rads),   Rot: -156.48 (deg),   Curve:  507.35 (rads/m)
